,artist_name,duration,key,song_hotttnesss,tempo,time_signature,year
1542,b'Bacilos',247.71873,6,0.0,80.996,4,0
1543,b'4Him',241.97179,1,0.48828987603734525,171.329,3,1994
1544,b'Scalplock',114.02404,6,,75.889,5,0
1545,b'Erkki Junkkarinen',165.53751,5,,101.272,3,0
1546,b'Juggler',231.94077,10,,140.019,5,0
1547,b'Lee Ritenour',291.83955,10,0.38089897971051057,82.733,4,1982
1548,b'Cursed',74.68363,5,0.5486780555679608,104.805,1,0
1549,b'The Fever',194.45506,7,0.0,84.461,4,2006
1550,b'KRS-One',187.24526,1,0.4944895175021134,109.072,5,2008
1551,b'Washboard Sam',162.87302,0,0.0,174.609,4,0
1552,b'Semisonic',280.00608,1,0.7752353624843904,99.059,4,1998
1553,b'Carlos Vives',262.24281,0,0.30416950343527516,130.513,3,2000
1554,b'Vanessa Bell Armstrong',419.68281,1,0.0,93.924,4,0
1555,b'Information Society',211.9571,1,0.3347065490692206,120.583,4,1990
1556,b'Tito Rodriguez_ Louie Ramirez',244.27057,8,0.0,162.984,4,0
1557,b'Margaret Smith',46.86322,6,0.42409081096743817,111.006,1,0
1558,b'Wilks featuring doniki',255.00689,7,,170.702,4,0
1559,b'Carlos Baute',214.09914,9,,113.966,4,0
1560,b'The Pineapple Thief',233.66485,4,0.5663394895821282,160.052,3,2006
1561,b'Blind Blake & The Royal Victoria Hotel Calypsos',161.74975,3,0.0,110.603,3,0
1562,b'John Tchicai',250.72281,1,0.0,158.982,1,0
1563,b'Toots Thielemans',109.16526,7,0.30416950343527516,63.334,5,1998
1564,b'Tad',215.43138,2,0.7439437252233494,157.532,4,1991
1565,b'Ultimate Fakebook',116.4273,7,0.4051157216913865,130.815,1,0
1566,b'Susana Seivane',294.05995,0,0.0,150.782,5,2010
1567,b'Oztara',401.97179,5,,132.188,1,0
1568,b'Black Eyed Peas / Les Nubians / Mos Def',235.10159,6,,94.993,4,2000
1569,b'Kraftwerk',283.24526,0,,126.007,4,0
1570,b'The Frequency',1054.37995,9,0.0,246.5,4,0
1571,b'Giorgos Tsalikis',31.42485,4,,123.709,4,0
1572,b'Ziggy Marley And The Melody Makers',207.20281,4,0.3651438041452445,154.603,4,0
1573,b'MDO',211.74812,5,0.4944895175021134,216.196,7,0
1574,b'Leigh Jones',279.74485,8,0.5100187246359477,172.35,3,2008
1575,b'Between The Buried And Me',133.82485,10,0.3725300393660796,120.663,4,2007
1576,b'Tania Maria',267.67628,5,0.41967427880955327,176.349,4,2000
1577,b'DJ Quik',247.562,6,,106.435,4,2000
1578,b'Massiel',192.20853,4,,141.681,4,0
1579,b'Yahir',239.67302,9,,151.869,5,0
1580,b'Micachu',166.42567,2,0.6500145151743562,117.368,4,2008
1581,b'Static-X',259.63057,10,0.3603705827121406,130.098,1,1999
1582,b'Paso Doble',229.40689,11,,130.823,5,0
1583,b'Skeeter Davis',156.29016,2,0.0,108.417,4,0
1584,b'Webb Wilder',277.10649,5,0.24528429567180604,116.992,4,2009
1585,b'Gruppo Jazz Marca',749.81832,0,0.0,117.985,3,0
1586,b'Atman',264.25424,5,,90.055,1,2007
1587,b'Shakedown',437.9424,3,,123.994,4,2001
1588,b'Biddu',338.02404,10,,77.352,3,0
1589,b'Parachute Band',199.28771,2,0.5675917250423912,141.749,4,0
1590,b'Leonid Rudenko',395.28444,6,,127.981,4,2006
1591,b'Wilmington Chester Mass Choir',308.53179,5,0.0,81.828,4,0
1592,b'Raze',277.81179,9,,136.271,4,0
1593,b'Stewart Francke',204.14649,0,,121.945,4,0
1594,b'All Time Low',227.70893,1,0.9271121219755104,87.953,4,2008
1595,b'James Last',227.94404,0,0.23962909777363708,84.001,1,1998
1596,b'5th Ward Boyz',246.07302,1,,179.831,4,1993
1597,b'Bill Perkins',341.75955,1,0.0,120.731,4,0
1598,b'B\xc3\xa9zu',184.0322,2,,120.038,4,0
1599,b'Spliff',225.74975,8,0.4338613818786954,110.598,4,1988
1600,b'Bert Kaempfert And His Orchestra',201.92608,10,0.3231121208952123,144.232,4,0
1601,b'Rachel Portman',199.05261,4,0.3135621142479342,86.463,4,2008
1602,b'Miossec',175.72526,2,,109.847,4,2009
1603,b'G-Unit',274.78159,4,0.2284737297775099,92.998,5,0
1604,b'Memphis Sheiks',363.20608,2,,85.551,1,0
1605,b'Champion Jack Dupree',165.25016,11,,121.375,4,0
1606,b'Atari Teenage Riot',1598.1971,10,0.39200877147130697,74.384,7,2000
1607,b'My Chemical Romance',184.00608,4,0.4348380902608562,127.15,4,2006
1608,b'Memphis La Blusera',338.12853,9,0.26695518627553855,84.895,4,0
1609,b'Sleepy John Estes',196.88444,0,,158.767,1,1930
1610,b'The Mad Capsule Markets',12.12036,7,,137.537,1,0
1611,b'Schizoid',184.18893,4,,81.767,4,0
1612,b'Bare Jr.',3.99628,10,,0.0,4,1998
1613,b'Roger Williams',201.74322,7,,111.428,4,0
1614,b'Del Tha Funkee Homosapien',90.90567,8,0.6582025370138694,108.445,4,1991
1615,b'Alice Cooper',210.54649,1,0.5351060248978569,130.325,1,2003
1616,b'Kai Winding',191.97342,0,0.0,182.879,1,0
1617,b'Aiden',140.40771,2,0.7155117073573134,207.974,4,2009
1618,b'Cal Tjader',197.22404,0,0.26586104921065007,176.279,4,1956
1619,b'Ill Nino',219.81995,8,0.6386467228957761,91.011,4,2005
1620,b'Za\xc3\xafko Langa Langa',250.67057,11,,127.891,4,0
1621,b'Rebecca Lynn Howard',243.25179,6,0.23962909777363708,89.925,4,0
1622,b'Dive',227.36934,0,0.26586104921065007,103.621,4,0
1623,b'Barbara Lusch',197.72036,4,0.2538347361322313,120.138,3,0
1624,b'Brand X',281.52118,9,0.6248335335556564,201.006,4,1977
1625,b'H\xc3\xa9lio Ziskind',130.19383,8,,120.066,4,0
1626,b'Intars Busulis',183.58812,7,0.4348380902608562,142.895,4,2009
1627,b'Charlie Rich',148.24444,7,,108.128,4,0
1628,b'Virtuoso',277.7073,7,,100.095,4,0
1629,b'Karen Peck And New River',194.45506,0,0.25187173663342577,89.001,4,0
1630,b'Judy Mowatt',349.51791,1,0.0,149.567,4,0
1631,b'Marlene Dietrich',175.25506,8,0.3552855364230894,84.894,5,0
1632,b'Michael Bloomfield',271.85587,0,0.2884816426560289,74.392,3,0
1633,b'Paul Rodgers',269.81832,11,0.3231612696226349,120.859,4,0
1634,b'Dead Prez',120.86812,6,0.5537665924576853,170.081,5,2000
1635,b'David Cook',229.45914,9,0.6895721985189008,82.282,4,2008
1636,b'Knack',255.21587,9,0.2623089972119452,138.378,4,0
1637,b'La Portuaria',155.03628,4,0.4582882074332055,99.901,4,2005
1638,b'Mulberry Lane',169.58649,0,0.24592534696893947,148.012,4,0
1639,b'Liars',259.05587,11,,126.46,4,2006
1640,b'Tom Barabas',276.79302,7,0.5797287486139356,138.83,1,1992
1641,b'Modeselektor',385.2273,1,0.495123935877674,94.005,4,2002
1642,b'Naseebo Lal_ Arif Lohar',1037.68771,11,,147.347,4,0
1643,b'Chris Brown',99.3171,2,,204.064,1,0
1644,b'DJ Taz',348.02893,4,,92.012,4,0
1645,b'Gabriel Yared',53.31546,6,0.21204540548371908,79.685,4,2006
1646,b'Starless & Bible Black',189.43955,2,0.21508031850922793,118.66,1,0
1647,b'Gustavo A. Santaolalla',186.5922,4,0.5996603576264808,159.502,3,1998
1648,b'Widespread Bloodshed',49.94567,10,,174.865,4,0
1649,b'Billie Jo Spears',212.32281,0,0.0,174.437,4,0
1650,b'Smut Peddlers',87.11791,11,,116.837,1,0
1651,b'G\xc3\xbcnter Noris',161.802,10,,115.937,4,0
1652,b'Afrob feat. Sarah',258.19383,2,0.39200877147130697,180.327,1,2009
1653,b'Shinehead',250.85342,2,0.26586104921065007,168.935,4,0
1654,b'Diesel Boy',152.65914,2,0.2998774882739778,181.748,1,2001
1655,b'Eminem',289.30567,7,0.8130035557843871,174.69,4,2000
1656,b'Milo',232.38485,11,0.0,85.326,5,0
1657,b'Zeca Baleiro',237.97506,9,0.5062709935231952,86.006,5,2000
1658,"b""Ol' Dirty Bastard""",181.62893,5,0.72750643394583,96.22,4,1995
1659,b'The Lord Weird Slough Feg',106.60526,10,0.5420358967490668,93.594,3,2000
1660,b'Six Brown Brothers',257.95873,4,0.22914410371660274,124.487,4,1988
1661,b'Mario Garcia',558.28853,0,,130.019,4,0
1662,b'Eddie Jones',114.93832,0,,164.52,1,0
1663,b'Audio Adrenaline',229.01506,4,0.268165186485122,87.899,4,0
1664,b'Pacha Massive',241.68444,0,0.3196868590699485,140.025,4,2009
1665,b'Gob',153.33832,4,0.6582025370138694,133.986,4,2001
1666,b'Zuma',266.00444,7,,119.996,4,0
1667,b'Nick Conolly',307.51302,4,0.0,164.698,4,0
1668,b'Rupa & the April Fishes',251.76771,11,,165.971,4,2009
1669,b'William Orbit',159.11138,1,,98.823,7,1987
1670,b'Vitamin C',241.03138,2,0.48456252996792964,96.989,4,1999
1671,b'The Black Crowes',404.58404,7,,119.713,4,1996
1672,b'Freddie King',226.06322,11,,135.951,1,1973
1673,b'Amoral',238.94159,0,0.48711219486346274,139.977,4,2009
1674,b'Steve Vai',383.29424,4,0.5649859641190487,147.83,1,2009
1675,"b""K's Choice""",222.30159,4,0.659300406054487,161.456,4,1995
1676,b'Rickie Lee Jones',308.92363,9,0.0,60.757,3,0
1677,b'Nine Inch Nails',441.96526,10,,133.903,3,1994
1678,b'The Fabulous Thunderbirds',342.20363,0,,92.742,7,2003
1679,b'Wang Chung',234.762,0,0.7850250920460116,205.245,4,1983
1680,b'Tex Williams',181.08036,9,,142.398,4,1947
1681,b'Foo Fighters',287.99955,2,,126.986,1,2005
1682,b'Faithless',142.52363,5,0.636145536057906,229.808,4,2004
1683,b'Jo Privat',148.74077,0,,98.681,3,0
1684,b'Marion Harris',163.39546,10,,128.601,1,0
1685,b'Gus Viseur',128.93995,8,0.3646124773230826,206.454,4,2005
1686,b'Willie Bobo',416.44363,1,0.255070001544072,147.055,1,0
1687,b'Ice Cube',276.03546,0,,95.684,4,0
1688,b'Rick Astley',184.55465,7,0.3867901771390143,86.971,4,2005
1689,b'Hot Chip',381.17832,7,0.6934642475354277,134.5,4,2008
1690,b'US Coast Guard Band',207.93424,0,,115.449,4,0
1691,b'Lollipop Lust Kill',265.61261,10,0.4944895175021134,153.211,7,2000
1692,b'Bill Douglas',201.9522,5,,138.213,4,1990
1693,b'Los Fabulosos Cadillacs',273.78893,4,0.6294932474867754,193.575,1,1993
1694,b'Georges Brassens',115.25179,4,,59.983,4,1956
1695,b'Michael Bloomfield',310.59546,4,0.0,153.086,4,0
1696,b'Chariots',162.69016,2,0.5400139258440394,98.085,7,0
1697,b'Mudhoney',211.87873,4,0.49783321457002905,152.457,4,2006
1698,b'Apache Indian',273.18812,8,0.0,95.986,4,1993
1699,b'J. Karjalainen & Mustat Lasit',223.11138,2,,94.18,4,0
1700,b'Kari Tapio',224.7571,5,,103.244,4,2009
1701,b'Mink DeVille',166.03383,9,,109.057,4,1977
1702,b'John Frizzell',108.85179,7,,176.756,4,1996
1703,b'Steve Chou',214.93506,7,,66.931,4,0
1704,b'Bob Carlisle',326.16444,0,0.0,141.379,4,0
1705,b'Cantara',286.58893,4,,139.963,3,0
1706,b'GWAR',261.79873,8,0.4541929882180224,200.199,4,1995
1707,b'Mongo Santamaria',366.70649,5,,175.613,1,1995
1708,b'Bert Kaempfert And His Orchestra',165.61587,4,,111.868,1,0
1709,b'Vincenzo Bellini',244.61016,10,0.0,117.772,5,0
1710,b'Ronnie Milsap',242.70322,2,0.2623915984977434,69.704,1,1982
1711,b'Jimmy Wakely',159.242,0,0.0,114.028,3,0
1712,b'Christian Quast',409.91302,1,0.0,124.988,4,0
1713,b'James Scott Skinner',149.2371,2,,152.363,4,0
1714,b'Evolution',436.21832,6,,137.971,4,0
1715,b'Theodor Zox',353.17506,10,,125.009,4,2007
1716,b'Mix Mob',24.0322,1,0.0,161.26,3,0
1717,b'Erja Lyytinen',111.80363,7,0.4051157216913865,91.76,4,2010
1718,b'Cake',210.07628,2,,189.616,4,1998
1719,b'Between The Buried And Me',325.11955,6,0.5883858434913525,126.773,4,2006
1720,b'Gustavo Cerati',237.68771,6,0.5689645826079971,94.009,4,0
1721,b'Oldelaf et Monsieur D',296.93342,2,,145.323,4,2009
1722,b'LORE',423.07873,0,0.0,135.599,3,0
1723,b'Goldfinger',204.25098,7,0.651523156569702,168.459,4,0
1724,b'The Embarrassment',78.75873,4,0.2030089159814207,186.501,1,0
1725,b'Tiny Bradshaw',165.35465,5,0.0,153.3,4,0
1726,b'Andr\xc3\xa9 Verchuren',170.1873,7,0.0,137.192,1,1989
1727,b'Kool Savas',77.94893,6,0.3552855364230894,117.996,5,0
1728,b'Latif',265.1424,9,0.22258708650463424,78.588,3,0
1729,b'Rickie Lee Jones',291.57832,7,0.4697124313189556,189.524,4,1989
1730,b'Otis Spann',141.24363,7,0.4051157216913865,86.296,4,1997
1731,b'Jerry Goldsmith',169.1424,1,,138.308,4,1966
1732,b'Matteo Bonfanti e i maledetti',159.242,2,0.0,186.549,4,0
1733,b'Naseebo Lal',380.81261,0,,64.033,3,0
1734,b'Seal',279.74485,4,0.22154865991439518,187.566,4,0
1735,b'Tesla',390.66077,7,0.7990235199419414,161.47,4,1989
1736,b'Utopia',248.71138,9,0.0,150.209,1,0
1737,b'B\xc3\xa9nabar',188.94322,4,0.5428771899027748,134.552,4,2005
1738,b'Der Plan',163.63057,7,0.2707759989463275,146.143,3,1988
1739,b'Eurythmics',269.94893,5,0.7300098429968348,124.973,4,1986
1740,b'Maurice Larcange',181.81179,7,,242.393,4,0
1741,b'Beyonc\xc3\xa9',260.20526,5,0.6672794941570311,149.913,4,2003
1742,b'A Perfect Murder',202.23955,4,0.52549711888017,146.013,1,2007
1743,b'Michael Stanley Band',218.40934,9,0.26586104921065007,150.799,4,1980
1744,b'Talvin Singh',350.4322,10,,106.58,1,1998
1745,b'Solomon',58.122,10,,137.387,4,0
1746,b'Curtis',456.51546,11,,127.874,4,1999
1747,b'Toby Emerson',397.42649,9,,131.045,4,0
1748,b'Deep Forest',301.06077,1,,133.392,3,1997
1749,b'Tampa Red',169.97832,10,,93.443,1,0
1750,b'Every Time I Die',148.92363,9,0.6351645979611786,95.611,4,2007
1751,b'Lifer',228.62322,5,0.6316008180888096,104.587,4,2001
1752,b'Bad Brains',119.71873,5,,127.191,1,1983
1753,b'The Dee Jays',195.10812,5,,118.355,4,0
1754,b'Diamond D',52.79302,1,0.7202749429535182,146.852,3,1997
1755,b'Corona',221.49179,7,0.42453905223733984,131.981,4,0
1756,b'The White Stripes',274.59873,7,0.707668304630471,131.279,4,2007
1757,b'2Fresh',461.24363,8,,85.322,3,0
1758,b'Ndala Kasheba',414.1971,7,,120.039,4,0
1759,b'New Roanoke Jug Band',186.67057,7,,117.269,4,0
1760,b'Joe McBride',291.13424,3,0.37598430150044215,93.331,5,0
1761,b'Greater Vision',252.682,5,0.0,129.493,4,0
1762,b'Headliners',216.89424,9,0.6382279641323373,160.158,4,2005
1763,b'Lady Saw',230.53016,11,0.21508031850922793,97.004,4,1994
1764,b'The Stranglers',217.96526,4,0.5814936371515848,107.657,1,1981
1765,b'Hot Club Of Detroit',309.96853,4,,110.19,4,0
1766,b'Funeral For A Friend',261.14567,8,0.4961753356732933,105.324,4,2007
1767,b'Lyrics Born',200.38485,1,,85.012,4,2003
1768,b'Rancid',113.47546,8,0.616797018841478,190.922,3,0
1769,b'George Michael',281.33832,10,,127.844,4,1990
1770,b'Tulipunaruusut',209.34485,7,,118.577,4,0
1771,b'The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan',208.48281,8,0.7801572240193583,117.947,4,1990
1772,b'Babe Ruth',365.16526,4,0.0,111.315,4,1975
1773,b'Ronnie Milsap',151.37914,7,,112.88,4,1983
1774,b'David Hudson',350.56281,10,,166.989,4,0
1775,b'Joe Satriani',469.60281,4,,100.171,3,1987
1776,b'Goldfinger',128.49587,7,0.60478851571927,185.409,4,0
1777,b'Charlie Haden & Chris Anderson',412.21179,2,0.26586104921065007,115.007,4,0
1778,b'Rokia Traor\xc3\xa9',340.50567,7,0.4051157216913865,96.311,4,2000
1779,b'Fruko Y Sus Tesos',249.05098,0,0.25240605098322483,140.462,4,0
1780,b'Emperor',508.96934,11,,162.733,4,0
1781,"b""Guns N' Roses""",524.87791,1,0.7010404749722702,118.101,4,1991
1782,b'Brand X',292.5971,6,0.0,71.608,1,0
1783,b'Speaker',188.29016,9,,131.968,4,1999
1784,b'Christos Kedras',321.64526,0,,119.331,4,0
1785,b'Faiz Ali Faiz',879.69914,3,,141.231,3,0
1786,b'Gold City',165.09342,7,0.2519818994620154,194.028,4,0
1787,b'Michael Gettel',330.97098,7,0.26586104921065007,101.529,4,1996
1788,b'The Stooges',169.66485,11,0.6513037261300973,148.458,5,0
1789,b'Restless Heart',210.46812,9,,114.382,4,1986
1790,b'David Evans',250.56608,7,,86.201,4,0
1791,b'Will Pan',235.85914,8,,121.988,4,0
1792,b'Uriah Heep',212.84526,4,0.5011168400946299,127.962,3,2008
1793,b'Paso Doble',327.83628,0,,115.633,4,0
1794,b'Stress Assassin',229.53751,0,0.21204540548371908,163.725,7,2003
1795,b'Margaret Becker',261.04118,9,,149.916,4,1989
1796,b'Abracadabra',144.90077,11,0.0,164.192,4,0
1797,b'Orchids',175.98649,10,0.2636898883630547,101.485,3,0
1798,b'Juan Carlos Baglietto',220.99546,2,0.0,100.855,4,0
1799,b'Sugarbomb',219.74159,2,0.4051157216913865,139.778,4,2001
1800,b'Bounty Killer',227.5522,1,,114.272,5,0
1801,b'Mago de Oz',380.682,2,0.6796860547444804,110.255,5,2005
1802,b'Quinteto Violado',202.47465,2,,161.518,4,0
1803,b'Dead To Me',145.55383,4,,201.123,4,2006
1804,b'Paloalto',289.59302,4,0.42530424172042486,152.0,4,0
1805,b'Kool Savas',79.93424,6,0.4287022625232594,81.224,5,2000
1806,b'Darryl Worley',261.642,7,0.25358705677289295,96.716,4,0
1807,b'Mykill Miers',263.3922,11,,172.485,4,0
1808,b'Joe McBride',314.06975,0,0.26586104921065007,91.979,4,2005
1809,b'Margaret Becker',192.62649,0,,96.848,3,0
1810,b'Jarvis Church',231.73179,8,0.0,119.976,4,0
1811,b'Damita Jo',182.33424,10,,110.058,4,0
1812,b'Orbital',933.642,0,,95.315,1,1994
1813,b'Minist\xc3\xa8re des Affaires Populaires',140.12036,2,,66.963,1,0
1814,b'Alain Turban',219.19302,1,,134.837,4,0
1815,b'Bongzilla',419.68281,11,0.5486780555679608,91.498,3,2005
1816,b'2 Minutos',88.58077,5,0.3725300393660796,203.994,1,2006
1817,b'Orbital',192.20853,5,0.6156548448294465,120.938,4,1990
1818,b'April Wine',179.04281,2,0.7547163315970986,166.036,1,1979
1819,b'Dolly Parton',152.45016,8,0.2707759989463275,95.981,4,1967
1820,b'Estrellas Cubanas',324.91057,2,0.0,174.554,1,0
1821,b'The Bucketheads',383.16363,1,0.26586104921065007,121.896,4,1995
1822,b'Al Denson',299.33669,10,0.0,118.017,4,0
1823,b'Whitesnake',252.08118,11,0.2707759989463275,125.022,4,2003
1824,b'The Chap',170.05669,9,0.2707759989463275,72.073,4,2006
1825,b'M\xc3\xa1ire Brennan',244.74077,0,0.6130458357683207,84.826,5,0
1826,b'The Cardigans',296.85506,3,0.7173916335358762,145.271,4,1998
1827,b'Twista',200.98567,7,,90.158,4,2005
1828,b'Dictators',246.36036,0,0.6976517315353987,130.786,4,0
1829,b'Fat Joe',211.59138,5,,100.783,4,2005
1830,b'Oasis',289.2273,0,0.7335495936634279,162.069,4,0
1831,b'The Accursed',171.15383,0,,128.928,1,0
1832,b'Eddy Raven',204.85179,5,,133.428,1,1995
1833,b'Fabolous',225.14893,1,,200.435,4,0
1834,b'Floor',211.90485,0,0.26695518627553855,160.598,4,2009
1835,b'Michelle & Vickie',190.56281,10,,113.373,5,0
1836,b'Sulk',552.93342,11,0.0,127.92,4,0
1837,b'Ben E. King',167.3922,10,,86.819,4,0
1838,b'Trafik',505.67791,10,,125.012,4,0
1839,b'Astarte',515.36934,4,0.4432913119053975,129.088,3,2002
1840,b'Sergio Franchi',170.94485,8,0.6417711932865512,69.768,4,1987
1841,b'Mongo Santamaria',194.76853,2,,118.295,1,1975
1842,b'The London Pops Orchestra',198.89587,10,,71.312,1,0
1843,b'The Police',313.70404,9,,85.207,5,1983
1844,b'Cali',207.49016,0,0.0,153.667,4,0
1845,b'Edwin Hawkins',358.19057,6,0.24523633278016532,91.215,3,0
1846,b'Edith Lefel',246.30812,11,0.0,135.099,4,1992
1847,b'Lonnie Johnson',298.13506,5,0.0,70.317,4,0
1848,b'F.l.y.',20.79302,3,0.0,87.63,3,0
1849,b'Orbit',254.45832,4,0.2707759989463275,142.351,3,0
1850,b'Bob Dylan',278.96118,9,0.5746932970850078,80.7,4,1978
1851,b'Orlando Pops Orchestra',146.59873,7,,80.79,4,0
1852,b'Geiom Ft. Marita',291.26485,6,,140.989,4,0
1853,b'Line Renaud',146.15465,7,0.0,137.567,4,1994
1854,b'Rhian Sheehan',314.48771,8,0.3603705827121406,216.023,4,2002
1855,b'David Saylor',273.34485,11,,112.998,4,0
1856,"b""The Sun Harbor's Chorus-Documentary Recordings""",137.84771,10,0.25721609185808514,122.842,1,0
1857,b'Roy Brown',163.83955,3,0.6248335335556564,154.631,4,0
1858,b'Mest',255.50322,7,0.6090439426773437,176.16,4,2005
1859,b'Los Iracundos',188.05506,5,0.0,93.283,3,0
1860,b'Cumberland Quartet',192.88771,3,,150.75,4,0
1861,b'Ray Conniff',210.18077,8,0.0,172.514,1,0
1862,b'Five Blind Boys of Alabama',131.81342,10,,93.417,4,2008
1863,b'Luiz Bonfa',151.09179,10,,130.272,4,0
1864,b'Blind Willie McTell',191.73832,3,,131.624,3,1927
1865,b'Hushabye Baby',227.52608,3,,147.853,4,0
1866,b'Arco Iris',201.03791,4,,131.857,4,0
1867,b'U2',316.96934,7,0.6744368039010873,187.844,4,2009
1868,b'Shania Twain',278.54322,6,0.48512236410182064,82.789,5,1995
1869,b'Les Rythmes Digitales/ Tzant Feat. ODC MC',186.40934,6,,86.113,3,0
1870,b'Akon',266.89261,5,0.6441167835493163,126.983,4,2008
1871,b'Jo-El Sonnier',168.04526,2,0.0,144.649,3,0
1872,b'Since The Flood',117.08036,2,0.5375039041917102,189.987,4,2007
1873,b'Yank Rachell',184.73751,4,,91.589,1,0
1874,b'La Mancha De Rolando',243.98322,4,0.4191258929591558,100.046,4,2003
1875,b'Leo Ku',245.55057,2,,117.181,3,0
1876,b'Slim Whitman',141.92281,0,,100.398,4,0
1877,b'Larry Graham & Graham Central Station',277.62893,6,,97.103,4,0
1878,b'Johnny Pacheco/Rolando La Serie',136.09751,0,,112.915,4,0
1879,b'Barley Bree',279.58812,5,,119.017,4,0
1880,b'Carl Smith',141.47873,2,,120.546,4,1993
1881,b'Storyville',263.41832,0,0.0,109.085,4,1998
1882,b'The High Strung',187.27138,7,0.0,139.72,4,2005
1883,b'Tony Martin',182.85669,4,0.0,122.709,4,0
1884,b'Jo Privat',153.36444,4,,127.659,1,0
1885,b'Jah Cure',224.02567,0,0.0,151.744,4,0
1886,b'James Carter',258.42893,5,0.319565986882865,81.492,4,2003
1887,b'Pursuit Of Happiness',151.01342,7,0.42744657148843085,131.966,4,1988
1888,b'Mithotyn',391.02649,0,0.5142983312649133,110.897,7,1999
1889,b'Francis Lai',184.45016,9,0.5317220984213001,85.131,4,1970
1890,b'Beres Hammond',252.55138,11,0.0,85.56,4,0
1891,b'UK Subs',140.30322,10,0.4994458348006321,123.26,4,1979
1892,b'Embrace the End',364.14649,5,,119.827,4,2008
1893,b'Steve Green',78.81098,0,0.257510119781359,146.677,4,0
1894,b'Marc Perrone',13.5571,5,,0.0,1,0
1895,b'Leonardo Favio',201.50812,7,0.5033812362063191,163.519,7,0
1896,b'Gloria Lasso',187.92444,9,,65.195,4,0
1897,b'Patrick Bruel',257.2273,7,0.40003965695463956,105.994,4,1999
1898,b'Julie Zenatti',287.92118,1,0.21204540548371908,87.013,7,0
1899,b'Delroy Wilson',157.57016,10,0.5657499395297862,157.446,4,0
1900,b'DeGarmo & Key',203.62404,4,0.5033812362063191,120.548,4,1988
1901,b'Pentangle',172.38159,7,0.0,193.578,1,0
1902,b'Los Tres Diamantes',175.43791,4,,98.082,5,0
1903,b'Small Facers',1141.08036,2,0.0,70.163,5,0
1904,b'K-OS',235.04934,5,0.5423075261686486,90.507,4,2002
1905,b'Michael Landau',597.41995,2,0.0,73.894,3,0
1906,b'Jack Sheldon',283.92444,5,0.0,167.307,4,0
1907,b'Dave Hollister',301.87057,1,,113.09,4,2006
1908,b'Handsome Boy Modeling School',324.07465,8,0.5054873431493758,160.02,4,2004
1909,b'Michael Gettel',338.75546,2,0.0,94.849,4,1999
1910,"b""The B-52's""",313.20771,11,0.47405483093120077,136.767,4,1992
1911,b'Gordon MacRae',134.89587,4,,103.713,3,0
1912,b'Maire Brennan',248.34567,8,0.4944895175021134,65.264,1,0
1913,b'Babbie Mason',240.84853,8,0.0,129.88,4,0
1914,b'Bersuit Vergarabat',181.18485,0,0.49271363957256076,121.764,3,1998
1915,b'Major Lance',134.03383,9,0.6782216268937635,117.464,4,0
1916,b'Doyle Bramhall',254.35383,10,0.21508031850922793,168.36,3,0
1917,b'Fall Out Boy',203.91138,2,0.7204315384741605,140.878,4,2007
1918,b'Hank Locklin',168.6722,2,,100.705,4,0
1919,b'Deckard',175.90812,1,,90.964,4,0
1920,b'Tantric',176.43057,9,0.6434786856080126,140.111,4,2009
1921,b'Bedwetters',202.91873,1,,101.997,4,0
1922,b'The Refreshments',184.5024,7,0.0,169.943,1,0
1923,b'Organ Donors',433.71057,4,,140.013,4,0
1924,b'David Tao',260.33587,2,,136.749,4,2009
1925,b'Whitesnake',204.14649,2,0.3016817567316363,114.902,1,1978
1926,b'Mirah',158.09261,9,0.0,116.087,4,0
1927,b'Dee Clark',132.07465,10,,95.948,4,1990
1928,b'Tom Cochrane',208.79628,2,0.0,89.042,1,0
1929,b'Charlie Byrd / Laurindo Almeida',172.43383,2,,115.798,1,0
1930,b'Mercedes Castro',184.42404,2,,149.293,5,0
1931,b'Clarisse Lavanant',175.17669,2,,177.931,4,0
1932,b'The Skabs',121.65179,7,0.0,94.072,1,0
1933,"b""Kassav'""",268.90404,2,0.0,147.781,4,2009
1934,b'BeauSoleil',268.30322,5,0.0,119.663,4,1991
1935,b'Tum Tum',188.94322,1,,206.791,4,0
1936,b'Michelle Tumes',265.29914,6,0.26586104921065007,111.824,4,0
1937,b'Korn',231.73179,2,,110.071,4,1999
1938,b'Knack',285.51791,7,0.33023468276864437,142.432,4,0
1939,b'Olivier Messiaen',647.60118,5,0.0,101.636,5,0
1940,b'From Autumn To Ashes',175.80363,2,0.600471580614151,93.061,4,2007
1941,b'The Jackson Southernaires',356.10077,7,,92.555,4,0
1942,b'Casiotone For The Painfully Alone',51.01669,0,0.6739598444058943,78.16,1,2001
1943,b'Redman / Hurricane G / Melanie Rutherford',113.65832,2,0.3867901771390143,109.265,3,0
1944,b'Cristy Lane',196.80608,7,,86.142,4,0
1945,b'Humble Pie',469.44608,2,,132.598,4,0
1946,b'Patton Oswalt',121.96526,8,0.5096409655518045,75.669,3,2004
1947,b'Kingston Trio',199.94077,4,,117.214,1,0
1948,b'Barrio Obrero',231.47057,5,0.3770751950289888,182.962,3,0
1949,b'Supertalented',96.65261,0,0.0,115.954,1,0
1950,b'James Taylor',280.81587,4,0.4072330149011048,108.047,4,0
1951,b'45 Grave',118.38649,9,0.2148642269321885,173.581,4,1983
